Male,Asian,White,Black,top,right,bottom,left
0.009249307083326407,0.0063147608476842075,0.8956283548609477,0.009090515283294394,375,116,464,26
0.03650054346433153,0.23338626855072814,0.7619287613524757,0.0014141159008667526,450,378,558,270
0.9657735685344367,0.0074719737748332425,0.8742070364633021,0.002667112797293586,235,987,343,880
0.8267300892139964,0.03919434111422861,0.203174973643926,0.0019440107781398244,395,1101,484,1011
0.9763047165468055,0.03471492417057813,0.7554648129282422,0.014237525345982941,311,726,440,597
